maamar_id,date_occasion_parsha,title,continuation,hanacha_type,url,google_drive_count,google_drive_1,google_drive_2,google_drive_3,google_drive_4,google_drive_5,google_drive_6,google_drive_7,google_drive_8,google_drive_9,google_drive_10
613,,,,,https://www.mafteiach.app/maamorim/613,2,https://drive.google.com/open?id=1Ss5rjMfTe6WJiHCSQNLaL0fNTRBtDMk5\,https://drive.google.com/file/d/1-dWK1DknZTIuXWq8ttJM8WbI4jtfWNGf/view?usp=sharing\,,,,,,,,
614,,,,,https://www.mafteiach.app/maamorim/614,2,https://drive.google.com/open?id=1b-2syAM4-DGUi5_vGVc3nORo98W8XG0_\,https://drive.google.com/file/d/130bAEE4uqXfb3U0MZf_4vcqRJ_thE353/view?usp=sharing\,,,,,,,,
615,,,,,https://www.mafteiach.app/maamorim/615,2,https://drive.google.com/open?id=1JL2E8ZUyw00xdnLpfwecRiywn1Nzlkfe\,https://drive.google.com/file/d/1E5HoukdzOqMhiKbetUI42bg3Z1ed4Zye/view?usp=sharing\,,,,,,,,
616,,,,,https://www.mafteiach.app/maamorim/616,2,https://drive.google.com/open?id=1bBs4ldv42hJMbC3lJa7FKrMmVDEWGzVX\,https://drive.google.com/file/d/12PgEhOPsqEQ3gZcFZaa2_npBsLVlw7El/view?usp=sharing\,,,,,,,,
617,,,,,https://www.mafteiach.app/maamorim/617,2,https://drive.google.com/open?id=1Nrd85oAjx474v98IvEgvcNWiKUOwoMHA\,https://drive.google.com/file/d/1FmBUNkSYcSHOB2avp55u3ST_lb6zgmSH/view?usp=sharing\,,,,,,,,
618,,,,,https://www.mafteiach.app/maamorim/618,2,https://drive.google.com/open?id=1TppA0wH8ZmxgRzP55D9TxNpPOqxF9Kyj\,https://drive.google.com/file/d/1NUyLPqHwrjtjvsQf-7IVdI_3ZCImjYEZ/view?usp=drive_link\,,,,,,,,
619,,,,,https://www.mafteiach.app/maamorim/619,2,https://drive.google.com/open?id=1T-3J4wkkeXO-8gi0qZhjbuWUCxQOkMsi\,https://drive.google.com/file/d/1ZxlEw6SvBBEKHV76M2nW6Xam96sxp_b6/view?usp=sharing\,,,,,,,,
620,,,,,https://www.mafteiach.app/maamorim/620,2,https://drive.google.com/open?id=1Z_8Mdt2RBJRMDjYl-Pr-XiAbuR1OaIgz\,https://drive.google.com/file/d/1H_TKjXzexooI56x-hlZeXblXn5PtATwq/view?usp=sharing\,,,,,,,,
621,,,,,https://www.mafteiach.app/maamorim/621,1,https://drive.google.com/file/d/1wBaTr21inkuE0oK2CR3dPFbElEkwCUqO/view?usp=sharing\,,,,,,,,,
622,,,,,https://www.mafteiach.app/maamorim/622,3,https://drive.google.com/open?id=12qHT9ymHlKqPTZtspBwxjrNX38hoxyld\,https://drive.google.com/open?id=1xUXZRUx_tg_apAq8edTTncw_W4SKB8UJ\,https://drive.google.com/file/d/1jZuC4cpbrhGyHU_Ys5KA2Pu-SRx8m1-D/view?usp=drive_link\,,,,,,,
623,,,,,https://www.mafteiach.app/maamorim/623,1,https://drive.google.com/file/d/17hd0EtrJplZaW3UaxFWjNrh3ye6RPpe7/view?usp=sharing\,,,,,,,,,
624,,,,,https://www.mafteiach.app/maamorim/624,2,https://drive.google.com/file/d/1Ksrt9p2utcPnOP9OXeiG_kw_YLG0wzln/view?usp=sharing\,https://drive.google.com/file/d/1JjAU6eeSIxzLdRiMIXlKzolQsAaf9phQ/view?usp=sharing\,,,,,,,,
625,,,,,https://www.mafteiach.app/maamorim/625,2,https://drive.google.com/open?id=1Irl8JE4SNd609w9k4Lo8DlyHAHZYsWfh\,https://drive.google.com/file/d/1y6OXWgiCnUxtiM4MAeVwQIDg2KKLq9bZ/view?usp=sharing\,,,,,,,,
626,,,,,https://www.mafteiach.app/maamorim/626,2,https://drive.google.com/open?id=1eE3tzzvjJLy1P-zzxj5xIJ5AGpMcycyn\,https://drive.google.com/file/d/1iEgQB2WASJsjQx-6-UFqTrDMEwWyr6hV/view\,,,,,,,,
627,,,,,https://www.mafteiach.app/maamorim/627,2,https://drive.google.com/open?id=1OcSSYDwaig5SNiCPEWzhodKypXCj1tXE\,https://drive.google.com/file/d/1vRlsxZz-hFNP2_zSS995dpAZscE_oEeQ/view?usp=sharing\,,,,,,,,
628,,,,,https://www.mafteiach.app/maamorim/628,3,https://drive.google.com/open?id=1wgnoXQSh-GW8p4miQ33L5VMEAQ4Udvmk\,https://drive.google.com/file/d/1cBCGyPnIcrBwNKBx0lCcz0wLPaLtbOmK/view?usp=sharing\,https://drive.google.com/file/d/1h28I9U7j6L0pJwVlvvitcOIx6m9ydkMU/view?usp=sharing\,,,,,,,
629,,,,,https://www.mafteiach.app/maamorim/629,3,https://drive.google.com/open?id=17M6riYpH7MmeO-0cOZBjUsUA6q_4_xbQ\,https://drive.google.com/file/d/1FnAWvqHjeUl4ojWifBm1uo2jh3keAGW6/view?usp=sharing\,https://drive.google.com/open?id=1JZGgpw3nWTy5d0KVaYA1EUbxn12tmLZI\,,,,,,,
630,,,,,https://www.mafteiach.app/maamorim/630,2,https://drive.google.com/open?id=1BCekvuNbRFiwCycmifbWRzSHGwCYsK4P\,https://drive.google.com/file/d/10LF2LNYlVaeHAViq777AI34Ov07kkaTE/view?usp=sharing\,,,,,,,,
631,,,,,https://www.mafteiach.app/maamorim/631,1,https://drive.google.com/file/d/10BcdRjgBd_lgsyIcGg2SwPJ6SQx19JFA/view?usp=sharing\,,,,,,,,,
632,,,,,https://www.mafteiach.app/maamorim/632,2,https://drive.google.com/open?id=1gRSjnNofQ68TlKBuSif7IaMm-Old85RU\,https://drive.google.com/file/d/1tsqVsTxQUcU4J5TfswobWjiKpQs5bMo-/view?usp=sharing\,,,,,,,,
633,,,,,https://www.mafteiach.app/maamorim/633,1,https://drive.google.com/file/d/1D3LrsJZ7WQ8o0m0Wv2aYhqh7ARUShg2q/view?usp=sharing\,,,,,,,,,
634,,,,,https://www.mafteiach.app/maamorim/634,4,https://drive.google.com/open?id=14HtsbkM_Q0fAKcAWnS-GsC9VVpAQJ6cT\,https://drive.google.com/open?id=1TeeBiwWCVAaiScW4pOHKxFLIINPCqvrx\,https://drive.google.com/file/d/0B_UwzYOTIwDTUUxMZ0ZEdV93N28/view?usp=sharing&amp;resourcekey=0-E5lix6avD5eMp6UC7a6APQ\,https://drive.google.com/file/d/1kHV4UmA4X80JmZChS6LdBm9PYFUZ56i-/view\,,,,,,
635,,,,,https://www.mafteiach.app/maamorim/635,2,https://drive.google.com/open?id=1ahaRUm_ZKW4PhAfK-ORZcx0lsqjPoJKM\,https://drive.google.com/file/d/1CfPmSQexGKm3PotE_snfDhijyRffZXLX/view?usp=sharing\,,,,,,,,
636,,,,,https://www.mafteiach.app/maamorim/636,2,https://drive.google.com/file/d/1iDLrjbu5mSLDzbE8Bf6MSxScO9h0PYn_/view?usp=drivesdk\,https://drive.google.com/file/d/104HaJXNMUYYORi4NrZUwk2jvt6yCvt9-/view?usp=sharing\,,,,,,,,
637,,,,,https://www.mafteiach.app/maamorim/637,2,https://drive.google.com/file/d/1QMGYZ2WtgBy1dEfxaLfK4bIfDkkUT_nh/view?usp=drivesdk\,https://drive.google.com/file/d/1An71ttVwtr0LdWd0_qu6wTGNVJWCd9Ch/view?usp=drivesdk\,,,,,,,,
638,,,,,https://www.mafteiach.app/maamorim/638,2,https://drive.google.com/file/d/16xr56psmcEFxhKLEK-OH8IqBU6fg2Sfu/view?usp=drivesdk\,https://drive.google.com/file/d/1eMNty0ZK7GMuYspeDmp9kz0Eo-LCn_-W/view?usp=drivesdk\,,,,,,,,
639,,,,,https://www.mafteiach.app/maamorim/639,2,https://drive.google.com/open?id=1K030oLtHwubrSfGhtU-VvFzXgKT5X8z3\,https://drive.google.com/file/d/1sTO41ZeD1JGyeQSO4xkixFLqr1mow_qs/view?usp=drivesdk\,,,,,,,,
640,,,,,https://www.mafteiach.app/maamorim/640,2,https://drive.google.com/open?id=1XyKjPdk5DFlNfhTCZkPGxZTPZgAkvcH-\,https://drive.google.com/file/d/14rXCdRM6M3w4K6444Lz9E5wXoHvRvUk5/view?usp=drivesdk\,,,,,,,,
641,,,,,https://www.mafteiach.app/maamorim/641,3,https://drive.google.com/open?id=1l9Zt8ODjWYSfys4_FnFpIAaXtXfNx0oZ\,https://drive.google.com/file/d/1AA02YFXhhs6K6tslb0buiJRCFqcVZuxV/view?usp=sharing\,https://drive.google.com/open?id=1ITO-sMANstASwTYtlWMI6vCSsXvhfYst\,,,,,,,
642,,,,,https://www.mafteiach.app/maamorim/642,4,https://drive.google.com/file/d/16Gn0u9_swIjwKjsdSXERlK6g9FxU7nys/view?usp=sharing\,https://drive.google.com/file/d/1KQHo82m1Cq9NbGNJSfewMP1cW3phYzbb/view?usp=sharing\,https://drive.google.com/file/d/1gBDGMKdFbLj5WN2GEAJE3jDJs3t5X-Ow/view?usp=drivesdk\,https://drive.google.com/file/d/1YtSk1yo4IPoq2scmwf1F0Bz78mmojmoQ/view\,,,,,,
643,,,,,https://www.mafteiach.app/maamorim/643,1,https://drive.google.com/file/d/1UJd-f6WzEoTySU4bWGsFJNj1QghCHzCk/view?usp=drivesdk\,,,,,,,,,
644,,,,,https://www.mafteiach.app/maamorim/644,2,https://drive.google.com/open?id=1wnTkLEt_q_SAXg0BGDPvbUBR7KuUzrAz\,https://drive.google.com/file/d/1XBkB_VfriAnoDa-iV9HuG562IdbMO_R3/view?usp=drivesdk\,,,,,,,,
645,,,,,https://www.mafteiach.app/maamorim/645,2,https://drive.google.com/open?id=1zRR9pwG0I-P4OO2NbUXsIDrCdN5ieGZG\,https://drive.google.com/file/d/1I4SKLzY5NkPE8BF2c-6XLBBHXwUJ2hVD/view?usp=drivesdk\,,,,,,,,
646,,,,,https://www.mafteiach.app/maamorim/646,2,https://drive.google.com/open?id=1X0XRPlyMAQ1Zw9cLqE5EW-ioUW-HEVS5\,https://drive.google.com/file/d/1vZOB8lu2_KH61-xQLZ0qbTY1cRK5hR8U/view?usp=drivesdk\,,,,,,,,
647,,,,,https://www.mafteiach.app/maamorim/647,2,https://drive.google.com/open?id=1JC45lKxMhVjxUD7ibTA_EK9ebupPPdUn\,https://drive.google.com/file/d/1RPyNOMHEIzfMeZ_FStUqjZMsYsur2Nd9/view?usp=drivesdk\,,,,,,,,
648,,,,,https://www.mafteiach.app/maamorim/648,2,https://drive.google.com/open?id=1cQ2VnKE5_zluvIee3bOueqzKQ6255Fmq\,https://drive.google.com/file/d/1PiFC6kymuMJzD0ukBpmChXsjNeHOlGWg/view?usp=drivesdk\,,,,,,,,
649,,,,,https://www.mafteiach.app/maamorim/649,2,https://drive.google.com/open?id=105nTFoa4Gwyi1XAaEEvnCaIyUOvr-q8U\,https://drive.google.com/file/d/1mH9-6T7F0Bd4jHtJdIaikfXMTEJNT02T/view?usp=drivesdk\,,,,,,,,
650,,,,,https://www.mafteiach.app/maamorim/650,2,https://drive.google.com/open?id=1PMi2FqE8nuOIDJ6iGVcoh_h3cOaZtfNq\,https://drive.google.com/file/d/10J3dkaYrzUZzg6Be3RA04-bV0TptvZVo/view?usp=drivesdk\,,,,,,,,
651,,,,,https://www.mafteiach.app/maamorim/651,2,https://drive.google.com/open?id=1okIgy8X4IjDd8rnGtqKIBtQK67KLgfx4\,https://drive.google.com/file/d/1ndbYauqc-nYN6zqFY1fTu_s1jcoXc_dG/view?usp=drivesdk\,,,,,,,,
652,,,,,https://www.mafteiach.app/maamorim/652,2,https://drive.google.com/open?id=1i0McwBi9OcJnnX1DytKVdspS3r6U6Ol7\,https://drive.google.com/file/d/1CZSnjXOFYM_iN8aN9TTBCIWw-OVcjHEf/view?usp=drivesdk\,,,,,,,,
653,,,,,https://www.mafteiach.app/maamorim/653,2,https://drive.google.com/open?id=149jSDfySzTWboX3TJ0zq5bHxj_VHmxXV\,https://drive.google.com/open?id=1p0NkICah23EnpRBQSUpkBvs7RA8GW56N\,,,,,,,,
654,,,,,https://www.mafteiach.app/maamorim/654,2,https://drive.google.com/open?id=1jnaU7e_NnkMPaHtm0qRvb3MSvVr_s-IA\,https://drive.google.com/file/d/15thllOXFC4StdpqdUmyB5ObxclN_ahBG/view?usp=drivesdk\,,,,,,,,
655,,,,,https://www.mafteiach.app/maamorim/655,3,https://drive.google.com/open?id=18jKlGYNqtfEfyiTAM1KtB164bMEilVqV\,https://drive.google.com/open?id=1T5r6_2NWSR2cMI9hqsA6f8-AqhKr7vgT\,https://drive.google.com/file/d/0B_UwzYOTIwDTZXNSdldXSzllclk/view?usp=sharing&amp;resourcekey=0-MSrnF2SkyPq92nUtDRZy5w\,,,,,,,
656,,,,,https://www.mafteiach.app/maamorim/656,2,https://drive.google.com/open?id=1vfy-5PAzGWE-Z_1dKCaQbQR5eIIeiQG6\,https://drive.google.com/file/d/1n0AHrtVfNvxSp7NjC5VJigi2vpPr2mCc/view?usp=drivesdk\,,,,,,,,
657,,,,,https://www.mafteiach.app/maamorim/657,2,https://drive.google.com/open?id=1LBudRLICm8Jl5V0p6v8M_A-gCE5zw288\,https://drive.google.com/open?id=1Wa9GfrxlXH7BN5Gvo-bbICWO5dgTM1Zd\,,,,,,,,
658,,,,,https://www.mafteiach.app/maamorim/658,1,https://drive.google.com/file/d/1o4TBvyrkchc3VTPcBCPTCbuWHNfxqYHU/view?usp=drivesdk\,,,,,,,,,
659,,,,,https://www.mafteiach.app/maamorim/659,3,https://drive.google.com/open?id=1iU2RBNgzdxS5Xa-0QZBx6_iNVj6PrPCb\,https://drive.google.com/open?id=1jvLYR2j8FXzYbmY_1lLWRvuDYwIXR7sh\,https://drive.google.com/file/d/1SMQTXltRDtgv5WQ7UT-V51XciOVKE4ta/view\,,,,,,,
660,,,,,https://www.mafteiach.app/maamorim/660,2,https://drive.google.com/open?id=1-MaAU0Ziz9GI19l8qC1fBW-Hlcrp6cJD\,https://drive.google.com/open?id=14CMvJLlgkpsFOLYkaZhCpMkL90Erar9Q\,,,,,,,,
661,,,,,https://www.mafteiach.app/maamorim/661,2,https://drive.google.com/file/d/1z-LtL8qzhfKbuhvl2vNf_c--JC_yBq-S/view?usp=drive_link\,https://drive.google.com/file/d/1h5-d9KHxVhXjh2ce4_vDZNwA4y09oyFr/view?usp=drivesdk\,,,,,,,,
662,,,,,https://www.mafteiach.app/maamorim/662,2,https://drive.google.com/file/d/1sIPjoerfHioDMikAQd-oKY0ws83dPW63/view?usp=sharing\,https://drive.google.com/file/d/1Uh-G6rQQOHfXV-59oFottmt8vHVOpi8-/view?usp=drivesdk\,,,,,,,,
663,,,,,https://www.mafteiach.app/maamorim/663,2,https://drive.google.com/file/d/1AkT9zo9_pm6nAOryo4vaxPxHrWMRaxAF/view?usp=sharing\,https://drive.google.com/file/d/1IPQI39BchXvq9ZLcCL6ikaKtoZo6wvgk/view?usp=drivesdk\,,,,,,,,
664,,,,,https://www.mafteiach.app/maamorim/664,2,https://drive.google.com/open?id=1LTDGX2M_VpUfTCCiyYEdpv4xWVKUqdkB\,https://drive.google.com/file/d/1OgcXL4XYzqYfz5LcOGYtHpSn129GC7aw/view?usp=drivesdk\,,,,,,,,
665,,,,,https://www.mafteiach.app/maamorim/665,2,https://drive.google.com/open?id=1nZcjdp9aPU2EbxhmuLueV1NPtvlLDjkI\,https://drive.google.com/file/d/1gYXpnZlw5qbYAYO6-aFyxAnI9b-ZnCJS/view?usp=drivesdk\,,,,,,,,
666,,,,,https://www.mafteiach.app/maamorim/666,2,https://drive.google.com/open?id=1vh7M-NNfh_SwlscTfFQ4O6Nb4wRhV2zc\,https://drive.google.com/file/d/1zLVQgtAu0cizPkByBsndzAIEIHwITph6/view?usp=drivesdk\,,,,,,,,
667,,,,,https://www.mafteiach.app/maamorim/667,1,https://drive.google.com/file/d/1pI6NEgQ9XpMIbmO0J24uf1kGkNvjFjQ7/view?usp=drivesdk\,,,,,,,,,
668,,,,,https://www.mafteiach.app/maamorim/668,3,https://drive.google.com/open?id=1gYNJVP_j9I-fdyOme2ujnUMnzMvPdrmy\,https://drive.google.com/file/d/1fyr41ho4nrDfSdh3uXhCozV4tE9sMdBO/view?usp=drivesdk\,https://drive.google.com/file/d/19MixulUcB30NHKml9_F2Ml-9LRSySSLK/view?usp=sharing\,,,,,,,
669,,,,,https://www.mafteiach.app/maamorim/669,2,https://drive.google.com/open?id=1kG2ebCWJsI9UNenr4XNfXj9zW0ZB0kNN\,https://drive.google.com/file/d/1eMmCFTTYuahY5UFXiF85defuihTcS1yc/view?usp=sharing\,,,,,,,,
670,,,,,https://www.mafteiach.app/maamorim/670,2,https://drive.google.com/open?id=1jkgnimQdvH0sA7d6PZlqgOfVvXp_ZdSM\,https://drive.google.com/file/d/1tTuT7B4gRUMnKY7bzfyK5IP-GV-9LKxy/view?usp=sharing\,,,,,,,,
671,,,,,https://www.mafteiach.app/maamorim/671,2,https://drive.google.com/open?id=186luTdBPedp-xk8SNOCTClhc6CdYcsAV\,https://drive.google.com/file/d/18StdFvdPitMY8uppszhaCnVE9EsIwxza/view?usp=sharing\,,,,,,,,
672,,,,,https://www.mafteiach.app/maamorim/672,3,https://drive.google.com/open?id=1TREUn0Jbro-ekT5tK0mlaJm8P75cmei1\,https://drive.google.com/file/d/1SKBxMiqdR8rpEE4u41YmgcYiTczK4SYW/view?usp=sharing\,https://drive.google.com/file/d/1gECFFuetUhvKjDzfBdSDLf11tMjY3M1A/view?usp=sharing\,,,,,,,
673,,,,,https://www.mafteiach.app/maamorim/673,2,https://drive.google.com/open?id=1aEpVRd7xsZylZ5Dh0ezgGl2_L7MzubQD\,https://drive.google.com/file/d/1VNXpPYCN43_SbEjFxT4IxhchhtQlcKZd/view?usp=sharing\,,,,,,,,
674,,,,,https://www.mafteiach.app/maamorim/674,2,https://drive.google.com/open?id=1rTlRjbhLZz7zp064CAi88cc6f5iNPhAi\,https://drive.google.com/file/d/1SNydG589OmFPMgBtjbWT5cVW_V7f6zP9/view?usp=sharing\,,,,,,,,
675,,,,,https://www.mafteiach.app/maamorim/675,2,https://drive.google.com/open?id=1_Dh5djBG9_idTcakMuktOZ9aXhIPhmI0\,https://drive.google.com/file/d/18uPg2N5oVmZkI8hnAN7K10ZP2SFsED6Z/view?usp=sharing\,,,,,,,,
676,,,,,https://www.mafteiach.app/maamorim/676,2,https://drive.google.com/open?id=1qMOCTYOKznfuXIo_Uel1TdWJya4RN3Rj\,https://drive.google.com/open?id=1fD6IRiUwZfreAF0tx-kCOIj6yn27i4GV\,,,,,,,,
677,,,,,https://www.mafteiach.app/maamorim/677,2,https://drive.google.com/open?id=1yfXkeP2miMEW0ZO_FZv_H3iYlbNSQa8B\,https://drive.google.com/file/d/1ZX7Oj1SdxvoMLORu0ra4Oi4RzBzQqaR4/view?usp=sharing\,,,,,,,,
678,,,,,https://www.mafteiach.app/maamorim/678,2,https://drive.google.com/open?id=1-GSsAyKdwBzIaWMZJSrlAdJaUIQ0mfaQ\,https://drive.google.com/file/d/1yR1oYK5DNi1YEzqVVRw_1DutEK_QwTJ-/view?usp=sharing\,,,,,,,,
679,,,,,https://www.mafteiach.app/maamorim/679,2,https://drive.google.com/open?id=1LrjRm_UnSeEKWcTrsDFKlM5Js3wQz2eL\,https://drive.google.com/file/d/1bK8lDZ3frfQhzl9DrYF-GzPmLBFBu3Av/view?usp=sharing\,,,,,,,,
680,,,,,https://www.mafteiach.app/maamorim/680,2,https://drive.google.com/open?id=19q6GhuBvFDHoRec2QdreyKYlhBuGZ_88\,https://drive.google.com/file/d/1n0mGGx0d2C1PjZS-RG-0lq-mq2dCBYkR/view?usp=sharing\,,,,,,,,
681,,,,,https://www.mafteiach.app/maamorim/681,2,https://drive.google.com/open?id=1UwYzqomrRXV18huFA3duRcfw0UbfkHiG\,https://drive.google.com/file/d/1Tgx6JR2eU2-fSMlLWyRx4EsECSCsMAs0/view?usp=sharing\,,,,,,,,
682,,,,,https://www.mafteiach.app/maamorim/682,2,https://drive.google.com/open?id=1b56PZwplnOGES7LTaak1m1OB5aLrNaO4\,https://drive.google.com/file/d/1agd92wtQ8EmU5Sj3lhlWVbbClu7DvIFQ/view?usp=sharing\,,,,,,,,
683,,,,,https://www.mafteiach.app/maamorim/683,2,https://drive.google.com/open?id=1yiEk24ZBiPRSkkHPjz0bCosanO7wQtw-\,https://drive.google.com/file/d/1Vfp8IZnRK9h4QvtarYqAMmfbmHy52L46/view?usp=sharing\,,,,,,,,
684,,,,,https://www.mafteiach.app/maamorim/684,6,https://drive.google.com/open?id=1pd7bHHfRsW9zS8E6zU3FKBu1EI_pQ1KQ\,https://drive.google.com/open?id=1svzRrk8ZYprO-Fxyq30hEaRz2DoA8eek\,https://drive.google.com/file/d/1BAxT1W1nCmuft-2hHSocKrvtj0rohOpQ/view?usp=drive_link\,https://drive.google.com/file/d/1J50KKGWyQyuJ0ofRlr3x3CaIRbFxwMfb/view?usp=sharing\,https://drive.google.com/file/d/1GGS7EAruATRUjLg9g3iLwzsAh0HOssH9/view?usp=drive_link\,https://drive.google.com/file/d/1-2HbTqsvpkQr2RLHOmQtuiRBUGmTUHnY/view?usp=sharing\,,,,
685,,,,,https://www.mafteiach.app/maamorim/685,3,https://drive.google.com/open?id=1Gw0gcLOFaDKfEOdjH8fsYQzUJMsDtKIj\,https://drive.google.com/open?id=16qRXJAfuCECzqraYiv1OwBJC6HEI2MxO\,https://drive.google.com/file/d/1EpXuB3T_0Htc81C93p0mffKDGPptZ__b/view?usp=drive_link\,,,,,,,
686,,,,,https://www.mafteiach.app/maamorim/686,3,https://drive.google.com/open?id=1Gw0gcLOFaDKfEOdjH8fsYQzUJMsDtKIj\,https://drive.google.com/file/d/1CpskDcmwFsquHSsZJs1lAOtGV-Oiz2uo/view?usp=sharing\,https://drive.google.com/file/d/1EpXuB3T_0Htc81C93p0mffKDGPptZ__b/view?usp=drive_link\,,,,,,,
687,,,,,https://www.mafteiach.app/maamorim/687,2,https://drive.google.com/open?id=1gd66rIdmSPrqq78S3YZfPZQpDGgubiCw\,https://drive.google.com/file/d/1gJZ5Xoft3_7vSEmp6bQf_XtDHewhuoae/view?usp=sharing\,,,,,,,,
688,,,,,https://www.mafteiach.app/maamorim/688,2,https://drive.google.com/open?id=1mbyC8l5hHHIm48m4aYcixD4WVBIQFCX0\,https://drive.google.com/file/d/1ZXRfXW8nqGu6jJc12g3wRbDZIrVfGfmz/view?usp=sharing\,,,,,,,,
689,,,,,https://www.mafteiach.app/maamorim/689,2,https://drive.google.com/open?id=1t6VjVIK2AaC8dzD-T8fr2W7EwRCX6DX5\,https://drive.google.com/file/d/1d8nsk1_MZdYWWZOkUbz-8c6LbCXAixbc/view?usp=sharing\,,,,,,,,
690,,,,,https://www.mafteiach.app/maamorim/690,2,https://drive.google.com/open?id=1PKSK2c6ae4dMOyAkBwXtD_otexw9JGIm\,https://drive.google.com/file/d/1gh-lm5Vyt4_FBEhleU_GZd51TP_fxykn/view?usp=sharing\,,,,,,,,
691,,,,,https://www.mafteiach.app/maamorim/691,2,https://drive.google.com/open?id=1lX9_lVEgY2AG2QvJaA1nFHDVKRQsV1Ko\,https://drive.google.com/file/d/1j6XIoHQPBnSrpIOWilAowkkn7txswHlj/view?usp=sharing\,,,,,,,,
692,,,,,https://www.mafteiach.app/maamorim/692,3,https://drive.google.com/open?id=1sonHoFvo2VC-S3R0OlmtzATobi0U6rg1\,https://drive.google.com/open?id=1SBMaPoNezw5cjxN_VXRkIt6c-tsO1-FP\,https://drive.google.com/file/d/18-2eS7eld0ekU-4raYFI_MhVagIa_XFv/view?usp=share_link\,,,,,,,
693,,,,,https://www.mafteiach.app/maamorim/693,2,https://drive.google.com/open?id=1sH4dJFfvUzDlJGZmFdMZTvGe38W4peNg\,https://drive.google.com/file/d/1eyXo9_hStA4UTZ1biA3zjfypKoDXuRII/view?usp=sharing\,,,,,,,,
694,,,,,https://www.mafteiach.app/maamorim/694,2,https://drive.google.com/open?id=12AMPbGHn6N0-aP-7BWYuWQAmaRppx6uf\,https://drive.google.com/file/d/11TY1MvL841n4GgWAiTZ9VqBemNp_w_mz/view?usp=sharing\,,,,,,,,
695,,,,,https://www.mafteiach.app/maamorim/695,2,https://drive.google.com/open?id=1AkPTABN36EQ4Vq5E62fxcNS5Aa9PZG3E\,https://drive.google.com/file/d/1ze9apnhXC7pXLKIaKTfW-3gHGu4n4kKy/view?usp=sharing\,,,,,,,,
696,,,,,https://www.mafteiach.app/maamorim/696,3,https://drive.google.com/open?id=1HKd9FCMXC4pUabH4Yo-8EVql4vWdsK6F\,https://drive.google.com/file/d/1iCUYFtOwYbBdgWFRsqu80SVV9CVh6AkN/view?usp=sharing\,https://drive.google.com/file/d/1Bv4dC4Ud11NAdTQ5LqLhT1YpgFLdGEZ2/view\,,,,,,,
697,,,,,https://www.mafteiach.app/maamorim/697,2,https://drive.google.com/open?id=1GsLPT0DLJBQ1qWss8OliM7FgFsmXIQdY\,https://drive.google.com/file/d/1k1JRd7PF8aL9FOJf7bclGJJwGums5QaF/view?usp=sharing\,,,,,,,,
698,,,,,https://www.mafteiach.app/maamorim/698,2,https://drive.google.com/open?id=1Tvz6nxUucr4bq5CHQS7QN9E6cgWGe2j9\,https://drive.google.com/file/d/1cSnoUF9xE1qZwN3a_38LLJdx1v7PcDWk/view?usp=sharing\,,,,,,,,
699,,,,,https://www.mafteiach.app/maamorim/699,2,https://drive.google.com/open?id=1iop5E2w_8KOkuPUzkk1Hx1TdU8qAxOv6\,https://drive.google.com/file/d/1BPusPsahUTCCPDuajfPUcYDvZgxgfEJ1/view?usp=sharing\,,,,,,,,
700,,,,,https://www.mafteiach.app/maamorim/700,2,https://drive.google.com/open?id=14uszqA67Vy9i9dn0PZqt8IVgBfUFp4zu\,https://drive.google.com/file/d/1e0VLgdrnyRa-A_020fykdNH6jVJkOhWK/view?usp=sharing\,,,,,,,,
701,,,,,https://www.mafteiach.app/maamorim/701,3,https://drive.google.com/open?id=1eedhcTK7WgitySkM6qluQ9rmhfyEuwle\,https://drive.google.com/file/d/1Aj0HxWiIxylKV65lJvKCmGn2_cxIi4D7/view?usp=sharing\,https://drive.google.com/file/d/0B_UwzYOTIwDTNzdKaTVBQmN5Rmc/view?usp=sharing&amp;resourcekey=0-ID4a9hNzSmSZGQl3T5ETrA\,,,,,,,
702,,,,,https://www.mafteiach.app/maamorim/702,2,https://drive.google.com/open?id=1OCJnOG8_E4lIwfszpvrU7qTSSpsVzVdg\,https://drive.google.com/file/d/1lkO0jBSGaL-0Sy6ALIJych0sLh_ZMTly/view?usp=sharing\,,,,,,,,
703,,,,,https://www.mafteiach.app/maamorim/703,2,https://drive.google.com/open?id=1o7s5GEnwSnW8oWIvrcCgDwTlGBeNKgCG\,https://drive.google.com/file/d/1Xu1i4m9r-N32DJ3GYMHUo1MI_4P3Ifms/view?usp=sharing\,,,,,,,,
704,,,,,https://www.mafteiach.app/maamorim/704,2,https://drive.google.com/open?id=1xv-xCkVbdo6JlQ--NE0eRJapeY0fZgB4\,https://drive.google.com/file/d/1CusIHdOZFC1Gu17OXDIb3AJlStHO6vqz/view?usp=sharing\,,,,,,,,
705,,,,,https://www.mafteiach.app/maamorim/705,2,https://drive.google.com/open?id=1NbFCKNwtb6tFvD8UrGjOF8j7P_oAR3g7\,https://drive.google.com/file/d/1vfEm17JYahxkesQ4-CIHmgUX0rSZhJzN/view?usp=sharing\,,,,,,,,
706,,,,,https://www.mafteiach.app/maamorim/706,2,https://drive.google.com/open?id=1DEDFsVQLj_PtRPJA9xzoyUtFPwN03Hwh\,https://drive.google.com/file/d/1x5vXTviHfT4RrjAcahWdhJr6L_dGDwZ-/view?usp=sharing\,,,,,,,,
