maamar_id,date_occasion_parsha,title,continuation,hanacha_type,url,google_drive_count,google_drive_1,google_drive_2,google_drive_3,google_drive_4,google_drive_5,google_drive_6,google_drive_7,google_drive_8,google_drive_9,google_drive_10
1,,,,,https://www.mafteiach.app/maamorim/1,3,https://drive.google.com/open?id=1dcUlOogSCT2_fZXgGTQb9nzaMsZLaO9n\,https://drive.google.com/file/d/1-0QomRWF3o-LUOwMnTQC8aRkl0bLVTxD/view?usp=drivesdk\,https://drive.google.com/file/d/1uVzlvGhLlA2eXGRpTZsrHACTPl9OwWRw/view?usp=sharing\,,,,,,,
2,,,,,https://www.mafteiach.app/maamorim/2,3,https://drive.google.com/open?id=1a6oYG92kxqNmYDzqH2cZQqe5hCg8MKR-\,https://drive.google.com/file/d/1xJHf6P91y4XiMbn9NgkaQzT78wLrJN8P/view?usp=drive_link\,https://drive.google.com/file/d/0B_UwzYOTIwDTRlpJSDRqOEhsQkk/view?usp=drive_link&amp;resourcekey=0-Z87Erti6MoyLG97S_Fmt5A\,,,,,,,
3,,,,,https://www.mafteiach.app/maamorim/3,2,https://drive.google.com/open?id=14pXg8a29bNAo6rT6JM_mqG784TPnoGFx\,https://drive.google.com/file/d/19fscYXXuFwxKtkDSjWCmUaa7HxSFZnqA/view?usp=drivesdk\,,,,,,,,
4,,,,,https://www.mafteiach.app/maamorim/4,4,https://drive.google.com/open?id=1RLBa0pk8lhniuKDGPkQoH-ebZOl4kWN4\,https://drive.google.com/file/d/1hWyPkjkw_kJWEEiQplefyvP2ygFR50h1/view?usp=drivesdk\,https://drive.google.com/file/d/153Vwrkj1dRLCj-E_FsPjQlc8h3eb9XYN/view?usp=sharing\,https://drive.google.com/file/d/1mkwy8oKUEg8cOnpjZWGw5UYXYa_a6_W2/view?usp=sharing\,,,,,,
5,,,,,https://www.mafteiach.app/maamorim/5,3,https://drive.google.com/open?id=1xFeIrpB9voZ7fcanjZze9g5rEykkOJ-4\,https://drive.google.com/open?id=1IDC1EFSdimLJ8wE1toWi0ujXOrJbZOcS\,https://drive.google.com/file/d/1QXD-8CoRqVXE0mzkbUeJVW6j2eczNwaa/view?usp=sharing\,,,,,,,
6,,,,,https://www.mafteiach.app/maamorim/6,2,https://drive.google.com/open?id=1Re_xV4heqvkcA_k-s09UEZYCQvgs63nG\,https://drive.google.com/file/d/1btcDtsHz0gWzWAlKszcp6wo-hF_v2D00/view?usp=drivesdk\,,,,,,,,
7,,,,,https://www.mafteiach.app/maamorim/7,2,https://drive.google.com/open?id=1gBPbzGaAO2RvQZrEOx3gQdycbBqHjiVz\,https://drive.google.com/file/d/1DBERf49xZXqLKvWh545m8LckfiINZHsB/view?usp=drivesdk\,,,,,,,,
8,,,,,https://www.mafteiach.app/maamorim/8,2,https://drive.google.com/open?id=1F5k0Zz3RVUQ-59l_H0CutveXYH0MdqTE\,https://drive.google.com/file/d/1Ua5Z6xo7aPQggyyFg6VRImFB9ZYIp0YI/view?usp=drivesdk\,,,,,,,,
9,,,,,https://www.mafteiach.app/maamorim/9,4,https://drive.google.com/open?id=1hSKVkKEPmFRtj9r3Xh3iK0Vr47GHUBYa\,https://drive.google.com/file/d/1tA-m343Y3CNeTxzhOFgVb-LjruF65462/view?usp=drivesdk\,https://drive.google.com/file/d/1uRkJxTpoRElU8tVbwhJEfpJ2rXJSJmMG/view?usp=drive_link\,https://drive.google.com/file/d/1bv5bmIs6_teqzcoZkx29WdiUVuiNvjFy/view\,,,,,,
10,,,,,https://www.mafteiach.app/maamorim/10,3,https://drive.google.com/open?id=1qlJt_gyjdgXne3qerF-MQ_MxuKxynmfF\,https://drive.google.com/file/d/1f7eWfG2HzDBAd71vjaL-JNqOZuSck9ug/view?usp=drivesdk\,https://drive.google.com/file/d/1pS4w06ms8_RnbUB6RxJTv_jTy3WWmtOm/view?usp=sharing\,,,,,,,
11,,,,,https://www.mafteiach.app/maamorim/11,2,https://drive.google.com/open?id=1YYG8xVJFTkWc3A4QU69GKxA0cK1gTfb8\,https://drive.google.com/file/d/1OM7pDbebHQ0AG70TiWk5S5068yYGAXF0/view?usp=drivesdk\,,,,,,,,
12,,,,,https://www.mafteiach.app/maamorim/12,2,https://drive.google.com/open?id=1pExOR8GrLFY_bXQaUumy9Uqi9_xyioz5\,https://drive.google.com/file/d/1NWnMs_Sw4lMRsF9bURmS430uB8CcbS3s/view?usp=drivesdk\,,,,,,,,
13,,,,,https://www.mafteiach.app/maamorim/13,2,https://drive.google.com/open?id=1IsQWB1w8XhwpWEww4uD5yFN1wgP1cRbs\,https://drive.google.com/file/d/1p258EQdkzCKb27WDydrO32hPAqoE34e8/view?usp=drivesdk\,,,,,,,,
14,,,,,https://www.mafteiach.app/maamorim/14,2,https://drive.google.com/open?id=1MD7c8IaaUNdFoaTaXNuZNoa2PMUWSTf8\,https://drive.google.com/file/d/1T-JCKPR-Eomc0HbTBsp1anKB4n7gAxU8/view?usp=drivesdk\,,,,,,,,
15,,,,,https://www.mafteiach.app/maamorim/15,3,https://drive.google.com/open?id=1kGTY5PP-X52PnQQMaawxCP0IQ34hCdza\,https://drive.google.com/file/d/1NGJb6FTUiIoQ4PifoL9QGMYCy_cj_NBC/view?usp=drivesdk\,https://drive.google.com/file/d/1-vRDw3uhEn9z4gXNgV-KWBSV0pLE_GR-/view\,,,,,,,
16,,,,,https://www.mafteiach.app/maamorim/16,2,https://drive.google.com/open?id=1L9U8s7PjcKyQmW87CZWbV-azLx5CLx-R\,https://drive.google.com/file/d/1eTieyiCicEpnmhYPQln1W2wL-c26i-Tj/view?usp=drivesdk\,,,,,,,,
17,,,,,https://www.mafteiach.app/maamorim/17,3,https://drive.google.com/open?id=1d_Xp--KdMMZs5CAwo0dC5hWHOBkgr1S9\,https://drive.google.com/file/d/1tlZY7JGfH5FbLhQ84FpKEYMvdzhRUM4Q/view?usp=drivesdk\,https://drive.google.com/file/d/1FE0BiIvsc7DUc0sdskWT9MSHPTyR3cfm/view?usp=sharing\,,,,,,,
18,,,,,https://www.mafteiach.app/maamorim/18,3,https://drive.google.com/open?id=1QR7mwBikvMuo3WOn1WgrX_7sXmEO7Wez\,https://drive.google.com/file/d/1j2FF8DIRjv6AGHKH1yJOxUXO8bY8alyU/view?usp=drivesdk\,https://drive.google.com/file/d/1FE0BiIvsc7DUc0sdskWT9MSHPTyR3cfm/view?usp=sharing\,,,,,,,
19,,,,,https://www.mafteiach.app/maamorim/19,3,https://drive.google.com/open?id=18yuqPKFhVCeDpKWZxd_zpy1eTBMQOZLp\,https://drive.google.com/file/d/1SSqugPBo82eZDDmQEh8s5EBo4VguqhQB/view?usp=drivesdk\,https://drive.google.com/file/d/1FE0BiIvsc7DUc0sdskWT9MSHPTyR3cfm/view?usp=sharing\,,,,,,,
20,,,,,https://www.mafteiach.app/maamorim/20,2,https://drive.google.com/open?id=1LhRH8IWGQf2-GOO5gG5cxlfuaq--u3mM\,https://drive.google.com/file/d/1iXxibNnvLwqFT-_8VVBbRSLdMhMxD41D/view?usp=drivesdk\,,,,,,,,
21,,,,,https://www.mafteiach.app/maamorim/21,2,https://drive.google.com/open?id=1bjECmmFADqUFvU8sbnwdYr8PonHJTk-P\,https://drive.google.com/file/d/1gAJ4BYGbf_GocnUljIleQItXUKgFHYid/view?usp=drivesdk\,,,,,,,,
22,,,,,https://www.mafteiach.app/maamorim/22,2,https://drive.google.com/open?id=1k45joO787wpYRnOAZP1kmzECeNwBwus3\,https://drive.google.com/file/d/1W6O_bRVsrIvLuqqMRXeV6JpV2qCCnRxU/view?usp=drivesdk\,,,,,,,,
23,,,,,https://www.mafteiach.app/maamorim/23,4,https://drive.google.com/open?id=1KXxlqPgtLGnu2XyamvbDKyq_hK4M27Or\,https://drive.google.com/file/d/1YU4wglBFstUrD7y47qZYm8dmtOuzyqRy/view?usp=drivesdk\,https://drive.google.com/file/d/1tXg1fzSQbVJNCicVb2ec1ThXEiXC_MvI/view?usp=sharing\,https://drive.google.com/file/d/1t_OijKJA_kh16CzbDDMLP1VnWGhCgKR7/view?usp=sharing\,,,,,,
24,,,,,https://www.mafteiach.app/maamorim/24,5,https://drive.google.com/open?id=1d7ZcfpH5WTL81fQAGLMGnKvv9yju69KN\,https://drive.google.com/file/d/13wHuwV4iU25ItA-quiv246Gg6YhZVk8x/view?usp=sharing\,https://drive.google.com/file/d/1HT-E1qPkfDNJQUKST1TEJjN7N7U-7ijG/view?usp=sharing\,https://drive.google.com/file/d/1z36si6hIa2zPp6hjF_3Fe9X-GhQ1t8Z4/view?usp=drive_link\,https://drive.google.com/open?id=1MpMRA8dUuIs_JUwvG5GMOOkhf_Lj2iOK\,,,,,
25,,,,,https://www.mafteiach.app/maamorim/25,3,https://drive.google.com/open?id=1xaWjj37A7oaSfSvmrCRP4j8qsCFRnz4o\,https://drive.google.com/file/d/1sCCIVR6F2YN7AQbYqMXkmZH5-q_KynTW/view?usp=drivesdk\,https://drive.google.com/file/d/1M_ixul_x5WL0jwC7X5RnpK9jVMJ1DZ1y/view\,,,,,,,
26,,,,,https://www.mafteiach.app/maamorim/26,2,https://drive.google.com/open?id=1yrEmcFl1YpIQt72IRroK-bD_Au7-mxcs\,https://drive.google.com/file/d/1rB4hrK23Pd0farBT5nAlyt0HjhHs7Cj1/view?usp=drivesdk\,,,,,,,,
27,,,,,https://www.mafteiach.app/maamorim/27,4,https://drive.google.com/open?id=1M0jHiqXAr6F59z4kJG_Ccfvi24dG_4Xf\,https://drive.google.com/file/d/1HRfRPfqkIoEFc1rvXe2EVQ265vpe-tew/view?usp=drivesdk\,https://drive.google.com/file/d/1eUOHI4k1s_s4ObydaOVfhwC1rwNkL9u9/view?usp=drive_link\,https://drive.google.com/file/d/14h8ZMQ842ICoIEFZb6FCTkUeq0wlpOLE/view\,,,,,,
28,,,,,https://www.mafteiach.app/maamorim/28,2,https://drive.google.com/open?id=1VxaDllKp-dgM1OBui2Vhz_Tfbv2cGirf\,https://drive.google.com/file/d/1-tCAHKT0wI8VRWSvDW1BzpDceKMpUeTH/view?usp=drivesdk\,,,,,,,,
29,,,,,https://www.mafteiach.app/maamorim/29,2,https://drive.google.com/open?id=1Zwss4FN92DkPmSIp7-3fOYrRx2pMfzGf\,https://drive.google.com/file/d/1gIHAYaF74EBEJflZGhA_WBpCzMa6OsKa/view?usp=drivesdk\,,,,,,,,
30,,,,,https://www.mafteiach.app/maamorim/30,3,https://drive.google.com/open?id=1oHCHGn2kq6s58ao62y3XisY9XblZ3I0B\,https://drive.google.com/open?id=1ohMZmycgjpe6z3NKJLsfisnFhCbYVz24\,https://drive.google.com/file/d/1m1Emc4-c8Xbl9y2t-x56sCcd_ky16Y4h/view?usp=sharing\,,,,,,,
31,,,,,https://www.mafteiach.app/maamorim/31,2,https://drive.google.com/open?id=1AweuJYRpE4RVd3vhBqGIEY2qazyvQRRh\,https://drive.google.com/file/d/11-tucboVAJPFhaQQQTUkmKJwwYxq-RQN/view?usp=drivesdk\,,,,,,,,
32,,,,,https://www.mafteiach.app/maamorim/32,2,https://drive.google.com/open?id=1Jgs4jSU2lpDn-ANKNx7H94bE0FYGJYSZ\,https://drive.google.com/file/d/17uAe7cZM00QN2ot4RknUTkeH0yM6MvKZ/view?usp=drivesdk\,,,,,,,,
33,,,,,https://www.mafteiach.app/maamorim/33,3,https://drive.google.com/open?id=1XV814LWrvq6_VSwCl4ZT9YzTD2UeHO5o\,https://drive.google.com/file/d/1YPNKEs04egmYRwzxBIgJdBFam9qUiUfT/view?usp=drivesdk\,https://drive.google.com/file/d/1wpe_7U8VYmiy9IwwfDma7U425kBnZJHW/view\,,,,,,,
34,,,,,https://www.mafteiach.app/maamorim/34,2,https://drive.google.com/open?id=1dN0sPPsQAvycY3KR4fvlJWFiQSCMlnDi\,https://drive.google.com/file/d/1EFNQ70GTRGlDL94vKx2yduQF8GMsAONm/view?usp=drivesdk\,,,,,,,,
35,,,,,https://www.mafteiach.app/maamorim/35,2,https://drive.google.com/open?id=1e17rOHGSnQk8aMAfB7HnLSvltPFcRqKe\,https://drive.google.com/file/d/1nQwSkCi8zOxlODqKh6EXNqe50viqQ35T/view?usp=drivesdk\,,,,,,,,
36,,,,,https://www.mafteiach.app/maamorim/36,2,https://drive.google.com/open?id=1KlkWqiKXYMVxQsAkLF8eKz6Fp-2yjOnH\,https://drive.google.com/file/d/1Mun-AYNN90RL6tO-K0q1SaHvuJqXwgl2/view?usp=drivesdk\,,,,,,,,
37,,,,,https://www.mafteiach.app/maamorim/37,2,https://drive.google.com/open?id=1DXa0-aeDz4_lczNjHsgdZba9XRx5-800\,https://drive.google.com/file/d/12dXgVtJlJRapz2PVEPH9g54kme5T_5zo/view?usp=drivesdk\,,,,,,,,
38,,,,,https://www.mafteiach.app/maamorim/38,2,https://drive.google.com/open?id=1XTyzGTy7FB7icuCNjylSjn4Wq0lfrnfN\,https://drive.google.com/file/d/1aDA_-zsynPkbnBjKFGAg1vFI5qmWoat7/view?usp=drivesdk\,,,,,,,,
39,,,,,https://www.mafteiach.app/maamorim/39,2,https://drive.google.com/open?id=175sQZHAQr3tGqFtakfyP7bmxQlEkc5_M\,https://drive.google.com/file/d/1inDoumsBvgmboVeWtbEadsS6AMLN-dYq/view?usp=drivesdk\,,,,,,,,
40,,,,,https://www.mafteiach.app/maamorim/40,2,https://drive.google.com/open?id=1HcYK3rcEZEQIpnf4VjXTOTHiJ7Zd732L\,https://drive.google.com/file/d/1w2OBrR7z2uDzLg1VsxhE5Fo5Ly3Gvk1f/view?usp=drivesdk\,,,,,,,,
41,,,,,https://www.mafteiach.app/maamorim/41,2,https://drive.google.com/open?id=1-UO-qZVISwUtsUjV_g9nqGeA1CIsDcxJ\,https://drive.google.com/file/d/1doZkezwDISR8E88oxyllFK-lCThA-LMS/view?usp=drivesdk\,,,,,,,,
42,,,,,https://www.mafteiach.app/maamorim/42,2,https://drive.google.com/open?id=1qchw6QCm-EUH29Z3VMW8qj6BQ_zb70xw\,https://drive.google.com/file/d/1ybyiL4YlQ-qZOsaPfXDHF0JxTj38v0R2/view?usp=drivesdk\,,,,,,,,
43,,,,,https://www.mafteiach.app/maamorim/43,2,https://drive.google.com/open?id=1I2haVJ912fBBPxowcgBxjySGV_adQDaZ\,https://drive.google.com/file/d/1avlj9B-QLFw8Y13it1j59AMBKgFK2WrK/view?usp=drivesdk\,,,,,,,,
44,,,,,https://www.mafteiach.app/maamorim/44,2,https://drive.google.com/open?id=1udxWhalvIl7bsbSFqkGXFwxtz_9pIY4b\,https://drive.google.com/file/d/18jn-HLX-pzwmpEPA3CiKAx5qeztT050D/view?usp=drivesdk\,,,,,,,,
45,,,,,https://www.mafteiach.app/maamorim/45,3,https://drive.google.com/open?id=138DjesJU43gy_xDGuEwYRKjDDT_8woWo\,https://drive.google.com/file/d/1vDdyyfv-dluUJfUyeLSHEqCpfJargiaC/view?usp=drive_link\,https://drive.google.com/file/d/14c4uSx7oz1uGTn2wXdlcf6zsbAKAHO3a/view?usp=drivesdk\,,,,,,,
46,,,,,https://www.mafteiach.app/maamorim/46,2,https://drive.google.com/open?id=1d6ZIQJOcTYXMLFC3tt7rTY5GT9-5pUhg\,https://drive.google.com/file/d/1OMRoU67u_r59N5FccGtgRc70tREdaLam/view?usp=drivesdk\,,,,,,,,
47,,,,,https://www.mafteiach.app/maamorim/47,2,https://drive.google.com/open?id=1BUZFFrnNby4tSkAanoRkfeQpnZavH-bP\,https://drive.google.com/file/d/1Iu2kDvBz7jxq4Rn-kecOF7bVb2HVx4LA/view?usp=drivesdk\,,,,,,,,
48,,,,,https://www.mafteiach.app/maamorim/48,3,https://drive.google.com/open?id=16uC-LzodnU_c5XmVorO3XWndLO4wgot0\,https://drive.google.com/open?id=18NPucT_P47Gl6Z-l4ClgcRw1FyWk5NCj\,https://drive.google.com/file/d/1RZsl-JLWC8M6TGCmQ718sYoahAB5WGSI/view?usp=drive_link\,,,,,,,
49,,,,,https://www.mafteiach.app/maamorim/49,3,https://drive.google.com/open?id=1kcjIBPYU-BO5cickC0WsVotf9-UI43WC\,https://drive.google.com/open?id=1I1HJpyIhZKMEBjydzYXHvhxtl8ewe0tk\,https://drive.google.com/file/d/0B_UwzYOTIwDTX1c1Z0RxbnBSZUk/view?usp=drive_link&amp;resourcekey=0-S9mMMC1oUAizfrmjMBJD8w\,,,,,,,
50,,,,,https://www.mafteiach.app/maamorim/50,5,https://drive.google.com/open?id=1Yn4N2avf0nlE1uSjtotnzycdz_QbBvY7\,https://drive.google.com/file/d/1Jg74LDTrBQsWpFxYgFBidxekZMCqyNRE/view?usp=drivesdk\,https://drive.google.com/file/d/16Ic3BllFe_S_mEEOTnQ7C_zNKzswbWzc/view?usp=drive_link\,https://drive.google.com/file/d/0B_UwzYOTIwDTZDFrdF8zckF3Y1k/view?usp=drive_link&amp;resourcekey=0-5U_mOHBz29-2GBys8LP-IA\,https://drive.google.com/file/d/1HxSMo_khjm5x6_umA1r3u8AL-p8kCH4h/view?usp=drive_link\,,,,,
51,,,,,https://www.mafteiach.app/maamorim/51,4,https://drive.google.com/open?id=1cSgT57YndhnkGhEtoFbg7lWhxrEhIxYS\,https://drive.google.com/file/d/1eZNkUJ0MhSGb0weuzmBfVTJSFhuU7QtL/view?usp=drivesdk\,https://drive.google.com/file/d/11KMQSdL6F31hwAXZXLpW9edjvdMPXx0P/view?usp=drive_link\,https://drive.google.com/file/d/1_IwiQ3WmxRccrdz9gQbSpiUE7qv97mCb/view\,,,,,,
52,,,,,https://www.mafteiach.app/maamorim/52,2,https://drive.google.com/open?id=1z056RUPvSOuxwebTTgwaAUgUVFrOMzyB\,https://drive.google.com/file/d/1yK5SyO05l4PEXCj3Z-waANBzNwZJ2iB7/view?usp=drivesdk\,,,,,,,,
53,,,,,https://www.mafteiach.app/maamorim/53,2,https://drive.google.com/open?id=1nKYRX6lX5vQ7hXip67bhRHKPu5SnNpoE\,https://drive.google.com/open?id=1eWiB3Z4BxljBpfctN_cyc6cd190PEd6G\,,,,,,,,
54,,,,,https://www.mafteiach.app/maamorim/54,2,https://drive.google.com/open?id=1MfwpRct0TbaMKVw0Nj331SPUtQu0rAi2\,https://drive.google.com/file/d/18Xv_E6dN1fJ_C_ruF-lHMNF9bM0e9AA6/view?usp=drivesdk\,,,,,,,,
55,,,,,https://www.mafteiach.app/maamorim/55,3,https://drive.google.com/open?id=193bq_eBuANSGUaNuK0H636JP21Oa3Zny\,https://drive.google.com/file/d/1OoQ15Xw-LpLfDLE793HjmRwjpOeFNmgy/view?usp=drivesdk\,https://drive.google.com/file/d/0B_UwzYOTIwDTdXlNQXVXQUg4UDA/view?usp=drive_link&amp;resourcekey=0-a-fpDyTp8Uo1cg2t3W9uhw\,,,,,,,
56,,,,,https://www.mafteiach.app/maamorim/56,2,https://drive.google.com/open?id=17WAEfUdIyn3fGylmKhBj_T6NaBa6TaML\,https://drive.google.com/file/d/1NqPnvsBbkfwZ8B-KUXWRpRW2FNRGfnWA/view?usp=drivesdk\,,,,,,,,
57,,,,,https://www.mafteiach.app/maamorim/57,2,https://drive.google.com/open?id=1w4YOWGIwn23s3ZaBjVAMmHZ999hNmYW-\,https://drive.google.com/file/d/1hyrEQj2XSfVp9SCOM0y4-MEzDihISBq-/view?usp=drivesdk\,,,,,,,,
58,,,,,https://www.mafteiach.app/maamorim/58,4,https://drive.google.com/open?id=1qEWLw06oXfntPCMVBkaqg4OcxX0_j1RP\,https://drive.google.com/file/d/1P8rdh_CpvMpXreZtdHSJz7n8wMVWf0_x/view?usp=drivesdk\,https://drive.google.com/open?id=1bv5bmIs6_teqzcoZkx29WdiUVuiNvjFy\,https://drive.google.com/open?id=1JXn6okE2gYQfrIasxEuoL8gKIH1HUNy4\,,,,,,
59,,,,,https://www.mafteiach.app/maamorim/59,3,https://drive.google.com/open?id=1jK2viGrggMpY62-Uo0b6hC1r3P1zDXQV\,https://drive.google.com/file/d/1eTStJdRL60_yFAX5GC_u_P8b0NOd2ZAt/view?usp=drivesdk\,https://drive.google.com/open?id=1JXn6okE2gYQfrIasxEuoL8gKIH1HUNy4\,,,,,,,
60,,,,,https://www.mafteiach.app/maamorim/60,2,https://drive.google.com/open?id=1ZzNa5q9KLaXRjSQpUqzhH7OtfdYbfGSW\,https://drive.google.com/file/d/14jWBhuv3vbepnjyabZiAJLEDqJCvm2Fn/view?usp=drivesdk\,,,,,,,,
61,,,,,https://www.mafteiach.app/maamorim/61,4,https://drive.google.com/open?id=1eI7tQCtZ0UnR909bNJeD_BDH7s9XQsMJ\,https://drive.google.com/file/d/1A4d82TZYT6VRWFrCPsaSPBpVkZnC8Zge/view?usp=drivesdk\,https://drive.google.com/file/d/1bnJnOKSXCYAc9bC9XIkGh48TsFMXaeD8/view?usp=drive_link\,https://drive.google.com/file/d/11uCgZQv7wbhuMDT8eFXNMBlbgSX-BqyD/view\,,,,,,
62,,,,,https://www.mafteiach.app/maamorim/62,5,https://drive.google.com/open?id=18R-zRxcJiyOzTGQBS4gG97YnWwpZzh02\,https://drive.google.com/open?id=1i0WWDMfuCIFhYErpBIlYR4ygr6OqRVGj\,https://drive.google.com/file/d/13ku5pkhTLU0PS8MoDRnzJ-J6uoXdL0-_/view?usp=drivesdk\,https://drive.google.com/file/d/0B_UwzYOTIwDTNXdWNVBMMWF3LVk/view?usp=drive_link&amp;resourcekey=0-v2hro5OGJpzwpHUVkgUTPw\,https://drive.google.com/open?id=1eb9nLRz-wteVXp0JZQJ0lLtLj7NUI3hV\,,,,,
63,,,,,https://www.mafteiach.app/maamorim/63,2,https://drive.google.com/open?id=1TeHKq6hn0mmLDOQ_KH3eMjCA18UoMffX\,https://drive.google.com/file/d/1pAhi-1OBdIP5w79m2xEFOSDXZtzyRySk/view?usp=drivesdk\,,,,,,,,
64,,,,,https://www.mafteiach.app/maamorim/64,2,https://drive.google.com/open?id=1AbcfKP4EOHOOdMHLfjdgqg8N9b6hI68U\,https://drive.google.com/file/d/1Y1KSr5dTOZk4ltpTHPvMtOPEGe0IWEIB/view?usp=drivesdk\,,,,,,,,
65,,,,,https://www.mafteiach.app/maamorim/65,2,https://drive.google.com/open?id=1vnx-8-avM-NpXHNAzndEokQWkKYGuJdl\,https://drive.google.com/file/d/19ibUYRbwM9-y4oEOTQSq0aMtedNMAbjm/view?usp=drivesdk\,,,,,,,,
66,,,,,https://www.mafteiach.app/maamorim/66,2,https://drive.google.com/open?id=1YxgTi6k-pU1gkuqiJ6HU_45K-d838_JR\,https://drive.google.com/file/d/1zifsc4AfxQAKocm6KIQflFYS157h1uYv/view?usp=drivesdk\,,,,,,,,
67,,,,,https://www.mafteiach.app/maamorim/67,3,https://drive.google.com/open?id=1T4ii_9-557xHIOg6CFFLG4TtyWRQ8UOU\,https://drive.google.com/file/d/1R6izvDAJK7XJsB9ZbQRASxKjOOSham6C/view?usp=drivesdk\,https://drive.google.com/file/d/1oN36DeyfR-arWz97sN9S2Sy_iw_NOHn7/view\,,,,,,,
68,,,,,https://www.mafteiach.app/maamorim/68,2,https://drive.google.com/open?id=1aV76zhMk6282Odb1cwFlqfI0XMFLAZ4d\,https://drive.google.com/file/d/1DBR3i76WB5BFXOreJ_f2B9h0lrun2uzt/view?usp=drivesdk\,,,,,,,,
69,,,,,https://www.mafteiach.app/maamorim/69,2,https://drive.google.com/open?id=1gz8O2MeLJxR0eZ9yOsw1_65PflvVSpb5\,https://drive.google.com/file/d/1nSvVFJi6yZibAQGU-PoCw_4ux_NcyB8E/view?usp=drivesdk\,,,,,,,,
70,,,,,https://www.mafteiach.app/maamorim/70,3,https://drive.google.com/open?id=1c0bqxUudDOT7kVmnU2h3qpAFbiXaGjrq\,https://drive.google.com/file/d/1Qx0o_HW1G8nuYw0XS5RWtL6cqGxKKc2D/view?usp=drivesdk\,https://drive.google.com/file/d/0B_UwzYOTIwDTSUFVLVNTd09BSW8/view?usp=drive_link&amp;resourcekey=0-mGMcbJcmDvOX-S_Sq9khYA\,,,,,,,
71,,,,,https://www.mafteiach.app/maamorim/71,2,https://drive.google.com/open?id=1lIpFKUnp7BhtWHM9fFr87VQrizxvQAxB\,https://drive.google.com/file/d/1RQACxoya8R4rFTy1XSaDc8zhe4TCwmT_/view?usp=drivesdk\,,,,,,,,
72,,,,,https://www.mafteiach.app/maamorim/72,2,https://drive.google.com/open?id=1u6iGjRPBbo5T4RJC59uwAiYIr3jkmhWp\,https://drive.google.com/file/d/1v_uWWNRe9vFmBrf5S_BqzALuF5qd7dJ6/view?usp=drivesdk\,,,,,,,,
73,,,,,https://www.mafteiach.app/maamorim/73,2,https://drive.google.com/open?id=138VU2Zs-4eOo7oD-Yq-KmaiKq2uYC-iq\,https://drive.google.com/file/d/12oOq6UXNzrWEWb_oX7lixAMIc9_4T3k8/view?usp=drivesdk\,,,,,,,,
74,,,,,https://www.mafteiach.app/maamorim/74,2,https://drive.google.com/open?id=1ItVssdm-gofWUimkrwkavW3QI6kYn35A\,https://drive.google.com/file/d/1ftPzcWQE9JXFAOw4YvgALmyTHqLSy-er/view?usp=drivesdk\,,,,,,,,
75,,,,,https://www.mafteiach.app/maamorim/75,2,https://drive.google.com/open?id=15GKwmReh8l3Y3hBD2uQZD1mMEbG1EnNy\,https://drive.google.com/file/d/1bzll8q21aJulU26zcB-ZegxFuj9x-8e5/view?usp=drivesdk\,,,,,,,,
76,,,,,https://www.mafteiach.app/maamorim/76,3,https://drive.google.com/open?id=1IM-d1B9tzgNg7Ep5xfTsoR3F8Uy3R8m-\,https://drive.google.com/file/d/1AfORRlLMTNTGhiex2mzeqvMAXlfxIvsA/view?usp=drivesdk\,https://drive.google.com/file/d/0B_UwzYOTIwDTd1NZRDVBbjBOZG8/view?usp=drive_link&amp;resourcekey=0-GIvcr8WI_53ImuIzt2jhLQ\,,,,,,,
77,,,,,https://www.mafteiach.app/maamorim/77,2,https://drive.google.com/open?id=1ZwolgRpuC4ewp-VTc1ZNB3lUqOOsRap5\,https://drive.google.com/file/d/1N319DaNUAIa96lzDkDnGte4Req1VPPk3/view?usp=drivesdk\,,,,,,,,
78,,,,,https://www.mafteiach.app/maamorim/78,4,https://drive.google.com/open?id=17jbQlOdjcjN76WzLQCiUvkVdjLUz2PJV\,https://drive.google.com/open?id=1NREfXMi2TdR54wXmuAmF8tSLLEGG6hGs\,https://drive.google.com/file/d/0B_UwzYOTIwDTZFI3ZVFYS0RfMUk/view?usp=drive_link&amp;resourcekey=0-_02tZ8FPEVZzkSN2OJ2ZYg\,https://drive.google.com/file/d/19jqLJtoHJLqSAd8cz6fcis0NuWnz9Xj6/view?usp=drive_link\,,,,,,
79,,,,,https://www.mafteiach.app/maamorim/79,2,https://drive.google.com/open?id=1JwEAiHUqhcpSgS9EHtDgR-G_YlM8KbOi\,https://drive.google.com/open?id=1saoUKZm3thYetVjTh6xxsKhXjCYdAoaL\,,,,,,,,
80,,,,,https://www.mafteiach.app/maamorim/80,2,https://drive.google.com/open?id=1gJOJFOmE9Dsd9K__igdkzljUe8_O7Wzj\,https://drive.google.com/file/d/1O2KYuDipse3RY6rj1Hals7NwsqtQCqrg/view?usp=drivesdk\,,,,,,,,
81,,,,,https://www.mafteiach.app/maamorim/81,2,https://drive.google.com/open?id=1POiuusQlYw7afe1nmDMRDH3xkoFN4jT4\,https://drive.google.com/file/d/1zwrW7uytoqdgzs_fXuHwV9lRy6SlPXmH/view?usp=drivesdk\,,,,,,,,
82,,,,,https://www.mafteiach.app/maamorim/82,2,https://drive.google.com/open?id=1QtP8pGugHSJfEJ6K_T9K2d1idB58dOjq\,https://drive.google.com/file/d/1UXP3g2yECxf8MpQD8TWZ9gziW9ICphuk/view?usp=drivesdk\,,,,,,,,
